AuthorId,PaperIds,Usage
987552,63815 184733 243616 355083 355322 398649 439745 650577 691790 721165 724069 775455 934880 950928 967401 1077999 1177321 1362675 1498099 1546137 1767259 1817330 1941770 2181998 2187269 2210580 2222042 2222538 2232234,PublicTest
989668,89158 201878 548919 808326 986637 1060408 1147090 1280182 1280182 1539167 1576247 1831769 2006900,PublicTest
991651,127321 587871 772344 899173 1106052 1397121 1916976 1962123 2092017,PublicTest
992700,11594 16830 37646 85341 86113 91281 92922 97210 121135 122616 133374 157905 164942 178582 181956 191591 197939 203745 212959 219994 235057 239155 248348 258195 273818 284418 305542 331459 346933 358941 370746 374922 377022 377633 382065 395130 489234 490514 505950 518887 522035 522936 534315 585806 596789 601157 606560 606884 619398 622153 623042 628623 634880 645372 667805 669598 729838 731695 750834 761420 766777 768860 790711 795109 801295 819962 856721 860942 868729 894241 901083 904306 912300 946789 953292 957194 985668 991399 1000818 1007484 1009303 1021567 1034768 1041196 1051021 1063649 1065149 1103947 1109566 1151289 1158812 1164518 1169636 1200110 1205559 1210982 1226746 1230758 1232770 1259065 1262688 1264113 1283601 1289230 1296104 1316500 1324820 1325638 1339375 1348624 1348918 1349694 1362605 1383735 1386826 1396233 1409974 1410833 1445924 1449695 1464846 1467225 1476470 1481360 1498609 1537857 1549291 1558989 1574712 1585260 1586178 1588429 1606760 1658988 1673131 1676455 1678389 1688921 1705343 1711494 1712904 1729324 1735197 1736789 1755977 1805887 1813565 1819034 1826265 1870861 1889639 1891777 1898492 1909211 1916782 1935694 1953874 1960917 1996698 1996745 2025561 2033290 2038439 2053185 2055677 2059810 2062430 2064015 2067899 2067919 2073984 2092951 2106848 2130908 2150839 2155957 2156127 2194988 2206579 2238162 2238563 2245629 2246529,PublicTest
993661,75666 129252 144382 146573 153305 158879 186626 205930 213228 280759 300256 348536 350521 388955 426017 444772 457261 484804 488239 504127 512295 559338 573897 705292 744077 813426 816576 826213 878948 895980 928205 953420 955905 1014321 1015367 1054882 1063794 1064852 1109121 1123787 1184069 1206169 1263998 1284647 1298725 1301199 1307816 1314371 1373656 1376718 1390375 1415419 1426926 1431311 1434726 1454171 1493022 1498631 1505424 1558983 1589620 1664409 1690971 1749070 1754315 1794830 1812012 1882303 1896545 1949471 1985215 2054258 2066341 2099697 2128045 2203235 2237824 2256666,PublicTest
994904,577843 577843,PublicTest
995007,2128774,PublicTest
995704,32813 565999 774333 1681669,PublicTest
997067,200881 201552 246204 256714 324324 338016 345199 398498 439803 440353 486888 713155 759917 771855 814126 840068 884324 900642 961557 1055244 1119373 1121147 1139268 1177278 1215586 1248206 1297866 1306924 1432452 1491593 1503091 1509913 1538749 1544638 1565725 1660342 1667511 1669948 1676813 1778134 1787418 1789841 1834250 1960284 1965634 2023694 2137576 2140762 2237908,PublicTest
997349,1290755 2028964,PublicTest
997405,1827855,PublicTest
999084,23346 37879 38294 69660 79770 95739 97393 141011 162207 164046 166884 178870 189616 225180 226531 265566 265981 292449 296534 306443 349467 377088 378099 423450 437850 451445 485964 489963 503030 516717 541859 547422 553789 567831 586605 612774 641838 670283 679423 680487 698190 704532 730916 740102 747131 750228 769620 784673 800353 803054 811018 812463 839139 841895 845176 861431 895828 906773 914734 917338 925074 929911 941041 947209 962343 981441 990970 999466 1031897 1037273 1044326 1048803 1120268 1147958 1193588 1194266 1239295 1241312 1244794 1299605 1336594 1339374 1357954 1365476 1377861 1382466 1383369 1384470 1394119 1416840 1424439 1443151 1458383 1466980 1496175 1500474 1512517 1512574 1526040 1535321 1541814 1543385 1552016 1557921 1571503 1581452 1600271 1615620 1616107 1617758 1625449 1678369 1716124 1767235 1767921 1769079 1781439 1792777 1800960 1803383 1806883 1808977 1810286 1841553 1841752 1844809 1863947 1918569 1939733 1948152 1951297 1990600 2006318 2064853 2065848 2070780 2073107 2073314 2081721 2089761 2089863 2135794 2150843 2172281 2175021 2195422 2218952,PublicTest
1000209,268789 298656 375028 541608 866451 891051 943973 953005 1034664 1221767 1258690 1281109 1392584 1680292 2115359 2130621,PublicTest
1002163,9247 9293 83058 150809 160481 189272 207673 272211 302440 345302 390483 398796 425063 439769 459923 493097 519510 662963 698520 930223 957937 1065842 1080346 1083220 1131665 1199022 1259250 1331839 1351356 1464328 1493208 1497245 1604076 1620909 1749589 1857005 2071631 2097520 2120455 2127074 2257318,PublicTest
1003007,875 12300 45320 170723 173251 178517 179157 194252 257449 277510 323649 328082 330409 337178 342259 343436 383337 410529 418890 433870 469421 533169 594536 650363 691826 769487 856091 877066 905565 913256 941526 967515 976590 1023277 1026155 1049759 1106276 1170349 1243776 1251113 1266104 1297378 1300644 1309760 1359246 1396947 1405404 1449033 1468796 1479674 1563343 1581485 1603572 1610562 1615521 1624871 1659402 1673385 1694709 1725174 1768228 1779749 1828317 1850457 1900295 1911463 1950044 1985129 2087551 2095077 2121461 2127872 2148224 2169301 2170488 2176820 2235026 2244869 2255732 2258757,PublicTest
1004396,273904 292288 605407 1060214 1279126 1557668 1597760 1623128 1769827 1850931 1852796 2145170,PublicTest
1007696,219857 671756 695343 726779 842196 953186 1130588 1633656,PublicTest
1008725,143524 179377 186418 227213 242428 309609 315529 387231 390461 390559 391198 397553 477123 510594 579211 582389 594335 597683 607331 638730 659869 748984 780679 841307 871688 877096 882019 884264 886435 914281 942182 1086246 1090621 1154410 1209236 1221991 1230991 1236991 1269192 1329328 1352088 1359330 1369848 1370031 1419686 1439356 1507015 1527122 1550125 1557978 1570767 1576547 1589139 1589209 1633400 1647740 1654654 1666988 1761432 1827919 1851483 1855556 1876205 1900513 1947854 1993541 2009989 2044746 2138443 2145114 2155646 2170506 2255418,PublicTest
1009344,145590 315730 872132 888096 1501739 1521652 1982393,PublicTest
1009558,337148 355923 367858 534894 870795 985847 1216548 1454235 1503497 1714387 1947723 2025442,PublicTest
1013301,78734 92462 127309 273205 539219 550001 760121 841012 981974 1106001 1231171 1624597 1807091 1849783 1862588 1917396 1959576 2035491 2196742,PublicTest
1015421,387351 1370685 1600444 1973745 2052234,PublicTest
1016121,216295 225809 296653 370305 380400 568205 581578 773033 871588 1072329 1212395 1288961 1411226 1452466 1881409 2199694 2239162,PublicTest
1016219,97765 550841 1201719 1215031,PublicTest
1018252,535609 678959 814658 924604 1834394 1854061 2162811,PublicTest
1018549,31358 54238 70555 72057 75636 94297 96106 127191 191542 230631 237011 241181 241709 254337 269845 293725 339183 361739 392775 455877 522415 545105 580491 581054 615355 632114 643248 685965 694235 701550 719664 721473 740785 815423 853760 864283 872140 881022 912774 947166 952483 961487 999974 1013559 1024293 1048518 1099478 1122421 1136989 1140594 1170200 1174280 1177737 1213457 1262817 1266989 1285629 1289975 1300616 1308059 1329640 1367456 1375068 1400838 1414972 1432986 1448341 1459518 1470230 1487767 1513489 1518383 1523868 1528250 1564944 1569683 1581113 1585394 1586374 1644934 1672989 1724023 1779783 1786538 1806567 1814681 1835814 1856150 1876640 1916908 1972365 1973713 2024180 2112424 2134692 2137031 2144186 2156312 2203869 2205306 2218912,PublicTest
1019847,4846 10439 21891 24672 102968 130613 158694 201666 241557 246977 295634 319108 356268 465174 482207 540036 559668 581180 592740 637617 703531 764622 965914 1012772 1017573 1039688 1050642 1092602 1102923 1107905 1164839 1168726 1174618 1201966 1290806 1301842 1312876 1329667 1399369 1454882 1536068 1554016 1590260 1600039 1606164 1626719 1679210 1799210 1804623 1863102 1915956 1917901 1997019 2019556 2032770 2056749 2060811 2067682 2118550 2143774,PublicTest
1020115,11160 83802 111212 114836 129795 181845 192626 203514 227445 242163 249616 311052 330514 362581 373789 471371 481495 532569 551611 555335 557275 557483 728602 731267 826620 834268 872368 912224 952846 952956 959446 963178 986261 1015589 1137183 1177450 1201957 1223989 1245807 1253750 1271999 1370641 1465733 1575993 1594285 1596281 1602211 1618110 1631793 1855079 1968723 2017742 2033757 2043898 2149345 2219304 2225807 2227051,PublicTest
1020392,96526 358452 866107 1030017,PublicTest
1020899,15813 124212 217881 218409 249626 255785 301919 322349 460397 496081 506040 642297 648673 706816 706944 731462 749517 814226 915674 1018705 1190392 1218636 1246654 1247951 1288899 1340392 1378591 1486323 1513693 1524509 1546860 1582214 1585714 1629746 1698412 1734030 1815983 1830985 1861989 1932349 1933771 1974683 2009812 2012620 2017486 2026466 2059589 2075704 2166732,PublicTest
1026480,115396 147136 147376 177025 199017 278200 336110 371144 426012 430495 560525 608713 627321 662941 678110 791579 801334 898130 911149 998638 1056106 1085742 1146205 1175673 1273448 1315461 1318725 1379926 1412143 1413527 1445295 1447235 1488991 1511336 1563886 1576076 1589429 1626776 1628506 1634152 1700051 1762680 1781259 1827724 1845457 1863697 1980894 2026670 2026730 2092428 2149495 2174595,PublicTest
1026966,10218 57112 136937 406098 522920 765589 980869 1736480 2149833,PublicTest
1028745,64830 264278 599781 664424 807500 815027 860000 974554 1149694 1393304 1415714 1555967 1715467 1828529 1851940 1882981 1945199 1982587 2223961 2243935,PublicTest
1029010,249420 331060 482122 482351 912565 1033528 1787892,PublicTest
1033427,440384 836999 1341955 1521734 2219827,PublicTest
1034591,292559 1286649 1370462,PublicTest
1035092,11972 37138 85981 101084 227553 301058 422602 518787 651827 778579 913161 1020059 1052600 1055931 1063000 1292727 1301665 1310257 1321761 1377337 1438608 1453474 1663428 1691112 1705487 1718980 1749751 1764333 1814214 2061149 2078726 2089825 2092788 2147145 2240510 2256260,PublicTest
1036181,1156546,PublicTest
1036996,337311 614586 1078830 1107589 1346771 1582693 1595715 1766841 2134556 2258871,PublicTest
1037039,188345 607261 1061741 1303922 1459767 1540226 2004140 2132925,PublicTest
1037194,53 1399 10654 11520 11922 12533 14006 26957 28922 33269 39153 42820 44839 45140 59358 70318 74038 80320 97113 98926 104708 104834 111666 117268 119439 121972 134710 137811 148985 149801 151973 154398 159701 160098 167607 171969 186964 190994 204002 210516 219506 223149 225901 235911 236554 241994 250831 255440 261010 262244 302505 311752 312746 317579 324469 338308 342271 343607 345891 346597 358592 366233 380855 396853 408820 410880 420017 429790 434209 443465 458964 464898 468797 469997 472280 472956 474282 480306 482250 493335 501958 511642 513512 523784 527572 531599 539378 550721 560990 574650 576287 579712 580706 587986 595915 596596 600237 613018 615407 631104 658987 671648 672659 683200 696240 697841 702929 717845 720987 726228 727911 731403 739126 739490 741112 753461 759141 775288 803174 823736 827322 852378 864986 865426 869809 874671 886564 888291 898544 920394 925707 934710 945173 946508 998918 1000432 1000461 1004304 1009777 1011047 1015429 1018491 1027561 1037211 1053471 1056898 1076613 1087154 1090452 1101088 1104388 1108399 1112683 1130528 1130734 1138170 1141584 1142590 1152952 1168693 1176251 1182460 1191693 1200763 1203133 1210476 1214726 1216226 1233137 1234127 1239651 1239752 1257604 1260804 1266409 1277389 1278831 1293570 1294917 1301395 1301635 1324457 1338304 1341671 1357825 1365361 1377833 1386395 1386523 1402136 1405098 1406654 1408486 1412821 1425173 1427837 1444566 1462104 1477279 1478062 1492568 1495479 1499644 1503759 1518462 1522558 1560848 1570021 1571443 1579544 1590058 1593129 1602451 1602527 1606962 1608659 1613347 1614530 1616786 1623763 1632981 1635855 1635913 1639184 1641218 1641800 1644346 1645997 1650761 1659121 1665757 1683121 1697576 1702094 1713313 1715423 1725441 1726095 1731526 1732775 1735401 1743013 1776062 1782193 1790624 1796013 1796185 1800078 1807929 1833076 1838073 1843066 1847375 1863808 1864871 1872016 1878464 1882867 1887988 1893848 1895034 1898016 1905876 1906481 1908057 1920339 1939107 1940181 1948362 1948402 1953768 1957800 1970338 1976975 1990069 1993142 1996502 1996912 2002289 2004813 2007396 2012143 2028996 2029920 2037026 2062068 2069772 2086583 2087927 2092142 2093428 2097063 2103889 2105867 2108895 2120395 2121672 2124787 2173156 2198258 2201746 2207628 2210932 2216672 2218722 2247499 2253350,PublicTest
1037388,98175 337933 382848 424865 771654 1873137,PublicTest
1038876,34205 52993 58442 61070 77426 82414 138968 167079 180569 214008 241417 247291 289532 299353 304112 350736 415455 436245 444763 469021 490403 567976 569833 575347 597739 640823 646746 650479 689154 730686 765176 771604 780420 780975 810658 819191 839288 843567 893868 897903 909931 918041 935010 945692 959638 993791 997176 1046655 1124241 1178585 1183414 1183440 1212459 1245604 1263661 1267860 1287772 1378497 1409617 1430229 1447472 1474271 1475778 1554255 1560862 1595783 1600011 1609659 1618560 1666825 1720776 1756703 1800836 1809249 1866275 1870965 1896528 1925484 1935274 1939026 1943166 1956035 1972723 2045533 2049090 2067914 2099945 2104251 2118523 2128521 2147020 2156144 2250559,PublicTest
1040716,989 413475 563207 652480 748172 870557 1286614 1740367 2248149,PublicTest
1042099,149379 308653 354973 801802 945009 1025875 1423920 1539387 2138521,PublicTest
1042140,16893 140291 238952 282582 404523 666020 696452 739977 746102 884791 892207 930243 958194 1003855 1108761 1121491 1388454 1395522 1454395 1655022 1722167 1842595 1865870 2022821 2144127 2157995 2235360,PublicTest
1046792,6416 78039 106134 114806 147493 203508 263127 310765 313321 334512 397480 423101 434285 438561 496765 539443 553245 615346 905479 1055068 1116218 1161791 1168023 1173417 1176652 1185969 1236732 1340228 1358507 1360683 1368748 1373865 1381370 1435868 1441945 1637980 1680296 1856949 1972663 1982415 2003817 2152139 2230840,PublicTest
1047517,39607 60744 109876 110756 178098 203746 218395 387353 396739 471173 479883 524327 527159 536797 593136 606491 617455 631069 645946 656794 748974 766059 793919 820182 822132 969023 1106090 1134139 1161875 1234713 1260110 1322345 1326196 1361083 1373898 1380909 1459395 1467990 1578392 1596161 1625083 1634310 1697678 1781764 1788818 1842611 1847663 2062370 2081988 2086475 2133786 2135177 2176722 2180875 2197317 2226940,PublicTest
1052411,279559 305682 495327 634031 750403 887168 888191 966625 1063797 1087185 1110260 1121436 1214370 1235748 1554160 1561542 1595544 1607724 1650494 1654065 1696253 1820418 1827630 1858493 1984586 2154270 2210269,PublicTest
1053236,225374 353325 488393 737149 792542 1162370 1179493 1271327 1408451 1662057 1761637 2009802 2065084,PublicTest
1056096,2300 8818 20943 25911 45635 60836 64132 172455 188502 201031 212706 274361 277503 281677 299952 323466 323822 351243 353743 377020 396067 409447 473990 482464 516134 531935 554324 560607 567254 597869 638503 638828 647524 660137 681087 692181 695459 760407 778375 815988 887673 941698 963268 973021 984897 1047013 1090234 1130303 1135395 1143179 1176513 1188109 1277359 1280414 1282998 1284922 1291140 1296280 1304129 1352669 1366055 1387631 1400249 1416796 1485500 1499830 1516687 1519959 1532678 1556298 1591309 1594687 1614507 1624995 1665535 1667624 1704954 1725193 1740769 1758814 1809892 1835950 1836676 1899953 1905507 1907982 1956992 1961669 1983087 1991079 2008102 2012286 2051748 2059302 2073271 2121016 2128873 2142303 2145916 2188648 2211417 2234025,PublicTest
1058678,11682 115190 129073 241135 288674 360442 576202 652134 725592 776297 840015 906042 909181 950374 1001447 1166262 1461434 1742333 2022613 2044962 2163936 2253561,PublicTest
1059357,775540 929248 2185512,PublicTest
1059662,624482 1291688,PublicTest
1062835,488 44814 75504 85871 86807 115347 126017 149389 161364 179006 184394 185939 197572 208721 210404 216074 240232 258570 265648 267709 270976 332789 333795 347829 353017 356285 359758 361618 361702 368728 382536 396055 405362 408006 409988 423787 449777 467431 470463 471711 476110 495142 515484 532959 543383 561510 578955 609978 641554 653153 667651 667890 669119 677180 690096 696981 703906 708246 708684 765595 778193 790179 798074 803022 816463 872248 902185 921870 927919 928658 971568 975372 989553 1000780 1010440 1026322 1047624 1071452 1080256 1082064 1095676 1137675 1149467 1152193 1171459 1224885 1316862 1334157 1337262 1348636 1364833 1369411 1374798 1377980 1418036 1440720 1442869 1457937 1548018 1567200 1584328 1654284 1675881 1686955 1696617 1698929 1700218 1711069 1719468 1733709 1742801 1798872 1818233 1834173 1859782 1874166 1887484 1908612 1916274 1969098 1975316 1986805 2036502 2039446 2042219 2044641 2055621 2072198 2075198 2102527 2116616 2138566 2143473 2148750 2162438 2174369 2176324 2178199 2199275 2237749,PublicTest
1063385,1538977,PublicTest
1065029,33495 37441 75664 82825 88212 119355 133084 153679 179609 210024 241444 242336 245651 278040 313000 327219 340078 352234 368446 433718 449612 469547 508994 535766 557590 559452 576724 592440 600389 608887 609557 632128 638235 672574 692363 694475 748305 752180 766298 772526 778416 790240 792436 797639 800130 834395 854288 858467 862888 888947 914731 935171 968162 970784 1004053 1008942 1030176 1067655 1077759 1110367 1133639 1149209 1151121 1173101 1185798 1186215 1253019 1258494 1281400 1286499 1290267 1290707 1329344 1331098 1342777 1394409 1395661 1400460 1401831 1412741 1420003 1453098 1453278 1473149 1540645 1586618 1587654 1632033 1698569 1750911 1759952 1784967 1789205 1795414 1796911 1817106 1818938 1842355 1884682 1911430 1915610 1925975 1948512 1982967 2003995 2024679 2069023 2077664 2094206 2096633 2136074 2137908 2158148 2168151 2213430 2214655 2221735 2240991,PublicTest
1065760,182980 731447 1104461,PublicTest
1067082,2816 18096 200536 360053 402495 488706 686896 715422 973927 1218578 1369388 1398322 1647816 1880084 1880691 1901299 2009950 2130855 2164523 2194452,PublicTest
1067871,88904 265206 330283 541662 645118 1047589 1050603 1308401 1332036 1614255 1922338,PublicTest
1068170,567191 827401 1206430 1380485 1817238,PublicTest
1069179,13740 21137 58939 116464 120775 144880 157160 238481 260301 264201 264201 303692 334224 337666 341720 379466 413200 451521 479210 487721 487944 497533 506387 529691 549437 580904 580904 745934 794999 828573 838380 847090 903071 942276 970341 977523 979249 986292 1006546 1047690 1102341 1120410 1125972 1125972 1126411 1126836 1130759 1130770 1170290 1188965 1188965 1287769 1300579 1337551 1447827 1598830 1608185 1627847 1783127 1807226 1812830 1835258 1875107 1881761 1886164 1894354 1905000 1926092 1944447 2027413 2030546 2030546 2033198 2080777 2120739 2184998 2230556 2232533,PublicTest
1069804,105413 394153 411264 615159 644947 689676 695366 702632 773722 929602 933448 975284 984903 1131552 1134792 1173521 1174421 1217771 1272440 1319677 1325938 1329267 1377390 1424442 1456000 1462016 1493743 1512354 1813767 1830807 1988887 2038351 2111691 2137281 2157086 2195968 2204320 2258838,PublicTest
1073633,163289 314304 641727 770239 1289559 1872075 1918807 1977265 2080243 2081421 2148026,PublicTest
1075717,710989 889171 959686 1481692 1519690 1729998 1988586 2127931,PublicTest
1076267,18368 213151 229479 322207 387553 417652 494062 498062 535625 536125 587088 620268 698882 707244 773772 804245 841184 846932 1054183 1238014 1262810 1301698 1518980 1690396 1726880 1795789 1921328 1938945 2062174 2067855 2076261 2086944 2122906 2176463,PublicTest
1078386,1135968,PublicTest
1087167,57054 400896 465672 480406 597679 759632 833381 975653 986575 1047519 1114818 1127144 1190379 1393553 1494963 1566960 1773706 1881345 1884370 1897528 1921160 2022261 2082554,PublicTest
1088748,404937,PublicTest
1088751,65679 295216 538795 719285 859410 905518 1300248 1337166 1388424 1391834 1660630 1695044 2165006,PublicTest
1092183,3815 130389 135906 161014 168544 220307 240860 268182 280063 300422 332921 355263 370403 403169 403350 433132 437135 442585 463905 479754 482391 487942 513116 513271 518263 524279 553653 612019 669083 673141 683130 690227 690690 709962 745135 780860 838830 839667 879179 883597 889544 931486 973902 1006330 1019443 1022569 1025735 1029621 1089659 1099013 1100248 1101657 1120938 1135810 1150028 1159318 1159732 1163419 1183568 1187867 1198158 1214982 1229312 1253380 1268999 1309648 1316726 1349647 1401123 1404183 1428957 1460403 1470229 1484209 1544154 1552957 1555850 1565099 1588814 1656969 1663186 1679909 1762033 1791610 1805311 1809600 1838598 1876779 1915548 1944512 1959581 1963463 1976131 1993544 1995590 2003897 2057792 2114983 2132540 2168099 2187742 2218774 2249279,PublicTest
1097114,391805 491576 545501 711559 1265687 1281324 1652584 1789675 1968421 2069117 2090131 2251365,PublicTest
1097465,189944 329420 439158 447588 472729 638975 689153 757943 870961 909608 1080024 1112019 1207726 1229467 1408535 1649035 1698851 1875589 1959699 2080798 2150658 2151081,PublicTest
1099505,9683 48244 1006341 1680688 1913538 2216185,PublicTest
1100445,286127 490594 563076 759755 799045 848639 895185 937821 1228422 1290745 1650435 1723201 1739956 1791513 1958040 2033816 2037760 2084683 2235055,PublicTest
1104331,575842 755623 1246393 1270796 1348458 1561660 1706727 1905922 2046801 2093854,PublicTest
1105949,106577 470196 887268 1112361 1765928 1772198,PublicTest
1108810,1966 3206 12128 15054 19617 30912 37993 44074 63154 65102 66676 69888 73034 79458 80371 83376 85365 90804 94660 95267 96008 108468 109658 127230 129807 131696 133595 140766 145433 168007 177990 181823 182330 184692 192478 196124 199135 200518 205871 206284 214330 216019 217559 223480 230687 236525 245039 248970 250938 259995 261801 266006 270635 271060 275506 285362 290988 307652 316774 319820 325074 332171 338048 352097 357979 372277 372551 379682 384098 388484 394696 397967 406213 416351 431681 437244 454916 460481 461347 463790 466035 467040 468614 469206 470593 480421 481637 483358 507535 509304 511199 519230 519364 524883 526024 531174 531767 551685 555843 557135 559500 572349 580773 587421 590774 596144 612794 618018 620772 630828 631598 632063 633188 639510 644757 645814 652795 666621 677084 680847 686404 688259 688855 691237 694864 695495 697963 700274 704875 710471 710998 732021 738811 745287 745444 750717 755344 770223 777903 780519 788826 800162 804753 808978 813568 814158 815926 819814 831993 835794 844393 848153 848172 848775 850030 850357 852090 860233 889938 897062 902263 902329 904787 917508 924414 930097 931715 933943 961185 965449 967460 970442 970894 972279 975560 979182 995319 999907 1000262 1025812 1029726 1031399 1033761 1036030 1039354 1047528 1048694 1048744 1049246 1069271 1070815 1076703 1076743 1077730 1080960 1097724 1106469 1117591 1120762 1136920 1148004 1151833 1157537 1162458 1165334 1173971 1176908 1179934 1183229 1186786 1188343 1192001 1217566 1225012 1226616 1227473 1238063 1240250 1245881 1246518 1248478 1248898 1251830 1253102 1266322 1268042 1270577 1273936 1274467 1275719 1279446 1279593 1286652 1288252 1288712 1294672 1295888 1298808 1303427 1312237 1316991 1317123 1317924 1322187 1328557 1329514 1339620 1354840 1355136 1355481 1359305 1362764 1368254 1371035 1371667 1374263 1384199 1388630 1394577 1399719 1402776 1406480 1408039 1411212 1414345 1417466 1423984 1438183 1442975 1446790 1447960 1452567 1497197 1502554 1510605 1516313 1518518 1526061 1529421 1540486 1542296 1550938 1553079 1559009 1561661 1584500 1590522 1592782 1613011 1629702 1629810 1630192 1637048 1642215 1645692 1659538 1661933 1664968 1672171 1674169 1681132 1683840 1695403 1709919 1715867 1721686 1722249 1731313 1735523 1738116 1739347 1764951 1797781 1798242 1802558 1806837 1812032 1824835 1826975 1827375 1835316 1836976 1838190 1840328 1844833 1847060 1848387 1850156 1856556 1859898 1871715 1871943 1873430 1874269 1876135 1882958 1889214 1895411 1899949 1911285 1913404 1938237 1948149 1957120 1958780 1960283 1964929 1965326 1973384 1978744 1983965 1992868 1996039 2002642 2005337 2005453 2015850 2025865 2026169 2030791 2032323 2042691 2044368 2047438 2048241 2049387 2050794 2056611 2060401 2081958 2083371 2086395 2088095 2091729 2092146 2114547 2127663 2128113 2129205 2136350 2140711 2152184 2163879 2171498 2175747 2179967 2181538 2185977 2188927 2191572 2198294 2203951 2204543 2207965 2215701 2215808 2216575 2224363 2228991 2233441 2241769,PublicTest
1111364,11670 13021 14573 18044 18870 23751 34001 42540 47192 92602 104608 123730 152263 176419 183456 187705 204367 204547 212159 218543 224068 255082 295741 298260 303635 323149 323838 325298 331188 347258 361578 368253 373188 384355 396562 425918 438297 440247 448577 451810 469687 472742 489578 504253 518449 527451 538817 561358 564562 582284 591977 607988 614926 624689 635419 675572 704301 707637 730695 731580 733403 739497 751280 765961 775107 801885 805884 829823 873565 883741 891685 899490 915127 921560 934034 937327 937463 968481 990045 1003456 1009263 1081334 1084924 1088505 1089559 1097068 1101189 1101302 1106376 1116492 1129287 1142487 1149357 1151453 1162550 1213373 1232459 1236574 1239433 1264009 1264041 1272468 1280723 1302171 1309573 1313245 1330515 1368527 1377430 1417016 1417144 1457654 1476306 1484802 1499349 1505983 1530381 1535582 1550125 1551197 1561054 1565873 1579433 1581628 1591956 1611422 1621007 1652874 1662255 1680851 1719485 1735685 1744419 1747423 1751874 1752211 1761369 1784926 1790781 1802196 1802939 1835907 1843812 1846021 1848161 1848700 1850724 1859932 1859982 1866783 1871077 1886611 1908808 1910038 1938451 1960878 1972217 1975535 1998635 2022484 2025030 2027581 2041501 2043983 2044074 2056346 2058288 2077212 2090849 2097666 2105539 2116228 2145114 2150609 2164509 2165314 2173340 2217110 2243298,PublicTest
1112143,481822 1503293 1591914 1940276,PublicTest
1113547,4023 38340 64906 85396 94901 104677 115794 171005 202015 202015 205915 213237 215366 293691 330820 340694 354972 358820 358820 358820 413894 437433 454816 474325 479894 521490 522822 523009 523009 523009 589483 643457 666402 682560 706966 716629 733271 758406 795350 799900 800262 804219 818857 825163 845912 845987 858879 923962 1072284 1078282 1135147 1140010 1168717 1205758 1220152 1220152 1231185 1241859 1244549 1246493 1263281 1263281 1263281 1265071 1266846 1276718 1342693 1364088 1364789 1364789 1385090 1398793 1398793 1405320 1405615 1405615 1413929 1456755 1457790 1533107 1557992 1580972 1589783 1634392 1636835 1647279 1678280 1713576 1718411 1773851 1801261 1805608 1812042 1848029 1895193 1965628 1974552 1976019 2002834 2052563 2063346 2104017 2104017 2119814 2162271 2183118 2185714 2195291 2200897 2243145 2251803,PublicTest
1113850,618660,PublicTest
1115440,25519 35645 56894 112290 151334 174661 177268 183747 191449 196556 198004 205544 234218 289685 303027 327740 328467 338844 405548 425836 436300 512442 533643 554921 562844 563222 569998 571096 588214 597643 602932 629386 640840 641808 665409 668946 679763 684373 722164 741349 744440 769260 792313 804859 806978 829568 829628 845234 983372 984542 992039 1055834 1059449 1078586 1112237 1243629 1264061 1279482 1309289 1311044 1332539 1339902 1360477 1366477 1380293 1422154 1432196 1432700 1446072 1482331 1534059 1561603 1565682 1610918 1657347 1699748 1724976 1784615 1790492 1792241 1811201 1828053 1858880 1881694 1930835 1937422 1937602 1969732 1971739 2001440 2009108 2017697 2053057 2102889 2121778 2143364 2143493 2143758 2148736 2154387 2169220 2203963 2217685 2231534,PublicTest
1117165,43722 147814 178712 480202 484949,PublicTest
1117513,692712 854623 872794 1039183 1097251,PublicTest
1120368,6779 48014 110526 116688 147701 156740 171557 173282 185775 190275 193804 230230 253855 262159 277149 312273 326967 368307 377551 441527 480599 496544 497243 573819 596116 611313 624790 631997 637397 651009 664920 722228 732481 778342 794618 933521 940565 977422 999031 1068528 1094570 1124462 1186686 1200831 1242381 1280586 1281758 1318161 1381763 1384908 1406256 1467374 1497385 1505321 1554621 1570740 1607825 1608497 1615371 1629643 1638392 1654082 1662874 1663702 1701136 1706289 1724519 1826559 1847132 1886568 1918533 1929267 2030844 2041669 2047300 2073706 2117359 2127962 2160877 2161352 2203973 2206961 2213926 2217666 2234409,PublicTest
1120536,128691 199773 309557 382654 489203 497713 730013 794068 829934 1027137 1029346 1145581 1198611 1204420 1261743 1377256 1439193 1545097 1584088 1591042 1594875 1644149 1770400 2191914,PublicTest
1123681,751756 970092 1082645 1090834 1246135 1543291 1881404,PublicTest
1124139,28298 40641 57476 87283 107962 124416 144586 190197 231740 242297 299645 317655 321715 332139 358718 404382 411055 417984 429964 469127 471053 495715 561251 570860 597147 620537 646240 649882 667909 680410 699008 800185 813585 834965 842307 849901 874091 892884 897977 983367 987291 1052730 1063977 1081625 1117812 1127980 1142698 1147526 1232899 1262958 1271072 1273127 1276063 1331159 1367538 1373755 1473393 1475630 1570931 1627590 1629729 1690807 1697579 1725931 1759855 1768510 1773092 1872109 1939984 1948128 1961072 2040487 2049450 2060803 2090262 2095935 2152562 2169361 2181858 2206178 2222965,PublicTest
1124275,115881 198173 349743 582066 1677879 1865449,PublicTest
1125657,353020 645684 1028415 2050428,PublicTest
1127431,1131276 1354937,PublicTest
1128138,109803 225842 395476 1897925,PublicTest
1128552,1583034 1997178,PublicTest
